project,repo,defect_id,date,evidence_type,evidence_url,commit_sha,defect_class,class_confidence,discovery_venue,venue_confidence,description,evidence_quote,experiment_ruining_proposed,ruining_rationale,fix_files,fix_loc
AirStack-core,castacks/AirStack,AirStack-core-086,2026-08-22,commit_msg,https://github.com/castacks/AirStack/commit/002dd2366d341b3e0402bf8a454949c35589a9fd,002dd2366d341b3e0402bf8a454949c35589a9fd,build,high,unknown,low,[stack] simple-sim container sourced /opt/ros/humble after the Jazzy migration; the simulator never started,"fix(simple-sim): source ROS Jazzy, not Humble — sim never started since the Jazzy migration",no,Simulator fails at start.,simulation/simple-sim/docker/bashrc; simulation/simple-sim/docker/docker-compose.yaml,+4/-3
AirStack-core,castacks/AirStack,AirStack-core-087,2026-08-22,commit_msg,https://github.com/castacks/AirStack/commit/277b6eb3978c6468ccfb8adaa6ae43f8d35ffcae,277b6eb3978c6468ccfb8adaa6ae43f8d35ffcae,parameter,high,unknown,low,[harness] tests --stack ignored the :entry suffix; a split stack dispatched to a nonexistent stack.launch.xml and stranded the launch after the dispatcher preamble,the bare name would dispatch to a nonexistent entry and strand the launch after the dispatcher preamble,no,Harness option plumbing.,tests/conftest.py,+20/-9 (listed files only)
AirStack-core,castacks/AirStack,AirStack-core-088,2026-08-22,ci_run,https://github.com/castacks/AirStack/actions/runs/32590442072,2adc4a30b534081ee0cfea928c157ed277d0fd33,timing_clock,medium,ci_premerge,medium,[harness] three docs-deploy workflows raced on the gh-pages push when merges landed minutes apart; deploys failed 'failed to push some refs' (post-merge push-triggered CI),error: failed to push branch gh-pages to origin / concurrent deploys raced on the gh-pages push (observed: develop deploy rejected with 'fetch first'),no,Documentation deploy race; no runtime component.,.agents/skills/bump-version-and-release/SKILL.md; .env; .github/workflows/deploy_docs_from_develop.yaml; .github/workflows/deploy_docs_from_main.yaml; .github/workflows/deploy_docs_from_release.yaml; .github/workflows/scripts/docs_reorder_versions.py; (+2 more),+29/-11
AirStack-core,castacks/AirStack,AirStack-core-089,2026-08-22,ci_run,https://github.com/castacks/AirStack/actions/runs/32561435334,a8ce342d99854a35ab9d9f08d50c442f29992d02,build,high,ci_premerge,high,[harness] Metrics Report job installed only tabulate; parse_metrics imports the harness package (pyyaml) and crashed; crash was reported as a metric regression on every PR,ModuleNotFoundError: No module named 'yaml' ... ##[error]Metric regression detected — see the report above for details.,no,Reporting-job dependency; turned every PR red but touched no runtime code.,.env; .github/workflows/system-tests.yml; .github/workflows/unit-tests.yml; docs/release_notes/index.md,+44/-3 (commit shared by multiple listed defects)
AirStack-core,castacks/AirStack,AirStack-core-090,2026-08-22,ci_run,https://github.com/castacks/AirStack/actions/runs/32561435375,a8ce342d99854a35ab9d9f08d50c442f29992d02,parameter,high,ci_premerge,high,[harness] unit-tests.yml checked out without submodules or omni_pass.env; every 'airstack up --dry-run --sim isaac' contract test failed preflight on hosted runners,"[ERROR] simulation/isaac-sim/docker/omni_pass.env is missing (Nucleus credentials) ... [ERROR] PegasusSimulator submodule is empty ... 9 failed, 231 passed",no,CI environment provisioning; preflight itself was behaving as designed.,.env; .github/workflows/system-tests.yml; .github/workflows/unit-tests.yml; docs/release_notes/index.md,+44/-3 (commit shared by multiple listed defects)
AirStack-core,castacks/AirStack,AirStack-core-091,2026-08-24,commit_msg,https://github.com/castacks/AirStack/commit/5c0665fec67b1fcc06fdee4dbb0d9cdcb721ae78,5c0665fec67b1fcc06fdee4dbb0d9cdcb721ae78,logic,high,unknown,low,"[stack] 'airstack config nucleus' with blank input copied the guest template over an existing omni_pass.env, destroying a working API token","Blank input must actually skip: the file may hold a working API token, and overwriting it with the guest template would silently break Nucleus auth.",no,Setup-time credential handling.,.airstack/modules/config.sh,+6/-1
AirStack-core,castacks/AirStack,AirStack-core-092,2026-08-29,commit_msg,https://github.com/castacks/AirStack/commit/3b5416cae45fab4a9a1344bd6ad294dc8cbcb08b,3b5416cae45fab4a9a1344bd6ad294dc8cbcb08b,other,medium,unknown,low,"[harness] dispatch/schedule workflows existed only on develop; GitHub resolves them against the default branch, so the registry dispatch 404'd and daily catalog sync never fired","GitHub resolves filename workflow dispatch and schedule crons against the DEFAULT branch: without these files on main, the registry's trigger-trunk-sync dispatch 404s and the daily sync sweep never fires",no,CI trigger wiring only.,.github/workflows/deploy_docs_from_develop.yaml; .github/workflows/sync-modules-index.yml,+163/-3 (listed files only)
AirStack-core,castacks/AirStack,AirStack-core-093,2026-08-29,commit_msg,https://github.com/castacks/AirStack/commit/4c274322765f22c75fa0efe4b49a84ec7009e519,4c274322765f22c75fa0efe4b49a84ec7009e519,logic,high,unknown,low,[harness] sync-develop-from-main read NEW_VERSION from GITHUB_ENV inside the exporting step; bot bump commits were titled 'Bump VERSION to  ' (empty),"sync-develop-from-main.yaml: read NEW_VERSION from .env for the bump commit message — GITHUB_ENV exports only apply to later steps, so the message said 'Bump VERSION to  ' (empty).",no,Commit-message bookkeeping in a release workflow.,.github/workflows/sync-develop-from-main.yaml,+3/-0 (listed files only)
AirStack-core,castacks/AirStack,AirStack-core-094,2026-08-29,ci_run,https://github.com/castacks/AirStack/actions/runs/33234614177,c4d2ca21c139cf285c9183bd2b530386ba6db52a,logic,high,ci_premerge,high,"[stack] airstack.sh --config-only returned before the removed-AUTONOMY_ROLE check, so a stale AUTONOMY_ROLE silently passed preflight; contract test caught the regression",FAILED tests/meta/test_launch_intent_contract.py::test_autonomy_role_set_is_fatal - assert 0 != 0,uncertain,A leftover AUTONOMY_ROLE in a deployment env file would no longer be rejected; downstream effect depends on the stack selected.,.env; airstack.sh; tests/meta/test_docs_catalog_contract.py; tests/meta/test_fleet_contract.py,+41/-27
AirStack-core,castacks/AirStack,AirStack-core-095,2026-08-29,commit_msg,https://github.com/castacks/AirStack/commit/e4102b6165caf2236ca568507706ec198226065c,e4102b6165caf2236ca568507706ec198226065c,logic,high,unknown,low,"[harness] post-release main->develop sync skipped on a tree diff (identical content), so the ancestry merge was never pushed and develop VERSION never rolled forward","the old tree-diff skip fired right after every release (merge result content-identical to develop), so the workflow never pushed the ancestry-advancing merge commit or rolled develop's VERSION forward",no,Release-process workflow only.,.github/workflows/sync-develop-from-main.yaml,+8/-3 (listed files only)
AirStack-core,castacks/AirStack,AirStack-core-096,2026-09-05,ci_run,https://github.com/castacks/AirStack/actions/runs/33933054857,3abcad1a2ee55efef435bbf56ebbd2de5650c37b,logic,high,ci_premerge,high,[harness] docs-catalog contract loader had no mkdocs !ENV constructor after edit_uri: !ENV landed; four contract tests failed on main and develop for a week,yaml.constructor.ConstructorError: could not determine a constructor for the tag '!ENV',no,Contract-test loader only.,tests/meta/test_docs_catalog_contract.py,+14/-1
